Material,A1,A2,X,sum E_comp,NATOMS,I Status,I E,I m_x,I m_y,I m_z,I mag_table,I pos,I lattice,FM Status,FM E,FM m_x,FM m_y,FM m_z,FM mag_table,FM pos,FM lattice,FM-SO Status,FM-SO E,FM-SO m_x,FM-SO m_y,FM-SO m_z,FM-SO mag_table,FM-SO pos,FM-SO lattice,AFM Status,AFM E,AFM m_x,AFM m_y,AFM m_z,AFM mag_table,AFM pos,AFM lattice,AFM-SO Status,AFM-SO E,AFM-SO m_x,AFM-SO m_y,AFM-SO m_z,AFM-SO mag_table,AFM-SO pos,AFM-SO lattice,AFM-IP-SO Status,AFM-IP-SO E,AFM-IP-SO m_x,AFM-IP-SO m_y,AFM-IP-SO m_z,AFM-IP-SO mag_table,AFM-IP-SO pos,AFM-IP-SO lattice,FM-IP-SO Status,FM-IP-SO E,FM-IP-SO m_x,FM-IP-SO m_y,FM-IP-SO m_z,FM-IP-SO mag_table,FM-IP-SO pos,FM-IP-SO lattice,I mag,FM-SO mag,FM-SO mu_A1,FM-SO mag_A1,FM-SO theta_A1,FM-SO phi_A1,FM-SO mu_A2,FM-SO mag_A2,FM-SO theta_A2,FM-SO phi_A2,AFM-SO mag,AFM-SO mu_A1,AFM-SO mag_A1,AFM-SO theta_A1,AFM-SO phi_A1,AFM-SO mu_A2,AFM-SO mag_A2,AFM-SO theta_A2,AFM-SO phi_A2,AFM-IP-SO mag,AFM-IP-SO mu_A1,AFM-IP-SO mag_A1,AFM-IP-SO theta_A1,AFM-IP-SO phi_A1,AFM-IP-SO mu_A2,AFM-IP-SO mag_A2,AFM-IP-SO theta_A2,AFM-IP-SO phi_A2,FM-IP-SO mag,FM-IP-SO mu_A1,FM-IP-SO mag_A1,FM-IP-SO theta_A1,FM-IP-SO phi_A1,FM-IP-SO mu_A2,FM-IP-SO mag_A2,FM-IP-SO theta_A2,FM-IP-SO phi_A2,E_min SO,E_m SO,mag SO,FM_flipped? SO,AFM_flipped? SO,Ground Spin State SO,mu_A1 SO,mu_A2 SO,theta_A1 SO,theta_A2 SO,mag_A1 SO,mag_A2 SO,phi_A1 SO,phi_A2 SO,pos SO,lattice SO,A1_pos SO,A2_pos SO,E_min IP-SO,E_m IP-SO,mag IP-SO,FM_flipped? IP-SO,AFM_flipped? IP-SO,Ground Spin State IP-SO,mu_A1 IP-SO,mu_A2 IP-SO,theta_A1 IP-SO,theta_A2 IP-SO,mag_A1 IP-SO,mag_A2 IP-SO,phi_A1 IP-SO,phi_A2 IP-SO,pos IP-SO,lattice IP-SO,A1_pos IP-SO,A2_pos IP-SO,E_form SO,E_form IP-SO,dE_AFM,dE_FM,E_min SO-overall,E_form SO-overall,E_m SO-overall,mag SO-overall,mu_A1 SO-overall,mu_A2 SO-overall,theta_A1 SO-overall,theta_A2 SO-overall,mag_A1 SO-overall,mag_A2 SO-overall,phi_A1 SO-overall,phi_A2 SO-overall,pos SO-overall,lattice SO-overall,A1_pos SO-overall,A2_pos SO-overall,Ground Spin State SO-overall,dE_p,MA,log_MA,sign_MA,sym_sign_MA,abs_MA,log_Em,Material,is good?,EMA is good?
1T-Co1Au1Se4,Co,Au,Se,-24.3658,6,JOB_FINISHED,-24.69902734,-0.0,-0.0,-0.019,"[[0.0, 0.0, -0.013, -0.013], [0.0, 0.0, 0.0, 0.001], [0.0, 0.0, 0.0, 0.0], [-0.001, -0.003, 0.0, -0.004], [-0.001, -0.003, 0.0, -0.003], [0.0, 0.0, 0.0, 0.0]]","[[-0.05774 -0.03049  8.29001]
 [ 3.60816  0.01814  8.26674]
 [ 1.60748  0.93106  9.6196 ]
 [ 5.60328  1.1701   9.55237]
 [-0.17761  1.96682  6.98192]
 [ 3.81817  2.20586  6.91477]]","[[ 7.33191975e+00  9.72612810e-02 -4.69014840e-02]
 [-1.79082520e+00  3.10056613e+00  1.06654700e-03]
 [-1.28661215e-01 -6.78951400e-02  1.84630238e+01]]",FAILED,,,,,,,,JOB_FINISHED,-25.12901492,0.0,0.0,0.0,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.07062 -0.04019  8.17583]
 [ 3.6242   0.01563  8.14774]
 [ 1.61232  0.93136  9.47384]
 [ 5.62683  1.17176  9.41737]
 [-0.17726  1.9757   6.8779 ]
 [ 3.83692  2.21592  6.82169]]","[[ 7.38960183e+00  1.11615326e-01 -5.69852180e-02]
 [-1.79903744e+00  3.11608829e+00  2.10093000e-04]
 [-1.57290670e-01 -8.95165270e-02  1.82090887e+01]]",FAILED,,,,,,,,JOB_FINISHED,-25.12901598,0.0,0.0,0.0,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.07004 -0.03918  8.1748 ]
 [ 3.62487  0.01652  8.1473 ]
 [ 1.61289  0.93227  9.47315]
 [ 5.62752  1.17255  9.41675]
 [-0.17652  1.97711  6.87739]
 [ 3.83738  2.21697  6.8215 ]]","[[ 7.38984808e+00  1.11402690e-01 -5.64526120e-02]
 [-1.79918909e+00  3.11636925e+00  4.74896000e-04]
 [-1.56025340e-01 -8.72771770e-02  1.82071052e+01]]",JOB_FINISHED,-25.12905661,-0.001,0.0,6.123233995736766e-20,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.001, 0.001], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.07004 -0.03918  8.1748 ]
 [ 3.62487  0.01652  8.1473 ]
 [ 1.61289  0.93227  9.47315]
 [ 5.62752  1.17255  9.41675]
 [-0.17652  1.97711  6.87739]
 [ 3.83738  2.21697  6.8215 ]]","[[ 7.38984808e+00  1.11402690e-01 -5.64526120e-02]
 [-1.79918909e+00  3.11636925e+00  4.74896000e-04]
 [-1.56025340e-01 -8.72771770e-02  1.82071052e+01]]",JOB_FINISHED,-25.12905424,0.0,0.0,0.0,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.07062 -0.04019  8.17583]
 [ 3.6242   0.01563  8.14774]
 [ 1.61232  0.93136  9.47384]
 [ 5.62683  1.17176  9.41737]
 [-0.17726  1.9757   6.8779 ]
 [ 3.83692  2.21592  6.82169]]","[[ 7.38960183e+00  1.11615326e-01 -5.69852180e-02]
 [-1.79903744e+00  3.11608829e+00  2.10093000e-04]
 [-1.57290670e-01 -8.95165270e-02  1.82090887e+01]]",0.019,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.001,"[-0.001, 0.0, 6.123233995736766e-20]",0.001,1.5707963267948966,3.141592653589793,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,-25.12901598,1.0599999988869513e-06,0.0,False,False,AFM,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,"[[-0.07004 -0.03918  8.1748 ]
 [ 3.62487  0.01652  8.1473 ]
 [ 1.61289  0.93227  9.47315]
 [ 5.62752  1.17255  9.41675]
 [-0.17652  1.97711  6.87739]
 [ 3.83738  2.21697  6.8215 ]]","[[ 7.38984808e+00  1.11402690e-01 -5.64526120e-02]
 [-1.79918909e+00  3.11636925e+00  4.74896000e-04]
 [-1.56025340e-01 -8.72771770e-02  1.82071052e+01]]",[-0.07004 -0.03918  8.1748 ],[3.62487 0.01652 8.1473 ],-25.12905661,2.370000000695427e-06,0.001,False,False,AFM,"[-0.001, 0.0, 6.123233995736766e-20]","[0.0, 0.0, 0.0]",1.5707963267948966,0.0,0.001,0.0,3.141592653589793,0.0,"[[-0.07004 -0.03918  8.1748 ]
 [ 3.62487  0.01652  8.1473 ]
 [ 1.61289  0.93227  9.47315]
 [ 5.62752  1.17255  9.41675]
 [-0.17652  1.97711  6.87739]
 [ 3.83738  2.21697  6.8215 ]]","[[ 7.38984808e+00  1.11402690e-01 -5.64526120e-02]
 [-1.79918909e+00  3.11636925e+00  4.74896000e-04]
 [-1.56025340e-01 -8.72771770e-02  1.82071052e+01]]",[-0.07004 -0.03918  8.1748 ],[3.62487 0.01652 8.1473 ],-0.7632159799999982,-0.7632566099999991,-4.0630000000874134e-05,-3.931999999906566e-05,-25.12905661,-0.7632566099999991,2.370000000695427e-06,0.001,"[-0.001, 0.0, 6.123233995736766e-20]","[0.0, 0.0, 0.0]",1.5707963267948966,0.0,0.001,0.0,3.141592653589793,0.0,"[[-0.07004 -0.03918  8.1748 ]
 [ 3.62487  0.01652  8.1473 ]
 [ 1.61289  0.93227  9.47315]
 [ 5.62752  1.17255  9.41675]
 [-0.17652  1.97711  6.87739]
 [ 3.83738  2.21697  6.8215 ]]","[[ 7.38984808e+00  1.11402690e-01 -5.64526120e-02]
 [-1.79918909e+00  3.11636925e+00  4.74896000e-04]
 [-1.56025340e-01 -8.72771770e-02  1.82071052e+01]]",[-0.07004 -0.03918  8.1748 ],[3.62487 0.01652 8.1473 ],AFM,-4.0630000000874134e-05,2.0315000000437067e-05,-10.80415102850307,1.0,——,2.0315000000437067e-05,-13.757241650890345,1T-Co1Au1Se4,False,False
1T-Co1Au1Te4,Co,Au,Te,-22.955399999999997,6,JOB_FINISHED,-23.11432547,0.0,0.0,0.0,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[-0.07586 -0.04378  7.47759]
 [ 3.79236  0.02217  7.43525]
 [ 1.63932  0.94652  8.98278]
 [ 5.93511  1.25923  8.86246]
 [-0.22751  2.03616  6.00868]
 [ 4.0683   2.34889  5.88801]]","[[ 7.73627537e+00  1.31801778e-01 -8.39848490e-02]
 [-1.87699227e+00  3.25113021e+00 -1.72540000e-05]
 [-1.68962400e-01 -9.75160230e-02  1.66532064e+01]]",FAILED,,,,,,,,JOB_FINISHED,-23.90443858,0.0,0.0,0.0,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.04328 -0.02491  7.29952]
 [ 3.87338  0.04491  7.27599]
 [ 1.71177  0.98835  8.76283]
 [ 6.05005  1.30159  8.70429]
 [-0.20103  2.07548  5.84749]
 [ 4.13718  2.38868  5.78921]]","[[ 7.83349764e+00  1.39743266e-01 -4.73014000e-02]
 [-1.89785688e+00  3.28718451e+00  6.56700000e-06]
 [-9.65769220e-02 -5.55873260e-02  1.62570760e+01]]",FAILED,,,,,,,,JOB_FINISHED,-23.90443882,0.0,0.0,0.0,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.04278 -0.02461  7.29935]
 [ 3.87384  0.04508  7.27607]
 [ 1.71219  0.98861  8.7626 ]
 [ 6.05079  1.30193  8.70466]
 [-0.20087  2.07568  5.84721]
 [ 4.1376   2.38892  5.78957]]","[[ 7.83348744e+00  1.39521289e-01 -4.67593580e-02]
 [-1.89795016e+00  3.28733153e+00  1.28480000e-05]
 [-9.54943060e-02 -5.49311250e-02  1.62566149e+01]]",JOB_FINISHED,-23.9045346,-0.004,0.0,2.4492935982947063e-19,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.004, 0.004], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.04278 -0.02461  7.29935]
 [ 1.97589  3.33241  7.27608]
 [ 1.71219  0.98861  8.7626 ]
 [ 6.05079  1.30193  8.70466]
 [-0.20087  2.07568  5.84721]
 [ 4.1376   2.38892  5.78957]]","[[ 7.83348744e+00  1.39521289e-01 -4.67593580e-02]
 [-1.89795016e+00  3.28733153e+00  1.28480000e-05]
 [-9.54943060e-02 -5.49311250e-02  1.62566149e+01]]",JOB_FINISHED,-23.90453324,-0.005,0.0,3.061616997868383e-19,"[['x', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['y', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]], ['z', ['s', 'p', 'd', 'tot'], [[0.0, 0.0, 0.004, 0.005], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]]","[[-0.04328 -0.02491  7.29952]
 [ 1.97552  3.3321   7.276  ]
 [ 1.71177  0.98835  8.76283]
 [ 6.05005  1.30159  8.70429]
 [-0.20103  2.07548  5.84749]
 [ 4.13718  2.38868  5.78921]]","[[ 7.83349764e+00  1.39743266e-01 -4.73014000e-02]
 [-1.89785688e+00  3.28718451e+00  6.56700000e-06]
 [-9.65769220e-02 -5.55873260e-02  1.62570760e+01]]",0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.004,"[-0.004, 0.0, 2.4492935982947063e-19]",0.004,1.5707963267948966,3.141592653589793,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.005,"[-0.005, 0.0, 3.061616997868383e-19]",0.005,1.5707963267948966,3.141592653589793,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,-23.90443882,2.3999999854140697e-07,0.0,False,False,AFM,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,"[[-0.04278 -0.02461  7.29935]
 [ 3.87384  0.04508  7.27607]
 [ 1.71219  0.98861  8.7626 ]
 [ 6.05079  1.30193  8.70466]
 [-0.20087  2.07568  5.84721]
 [ 4.1376   2.38892  5.78957]]","[[ 7.83348744e+00  1.39521289e-01 -4.67593580e-02]
 [-1.89795016e+00  3.28733153e+00  1.28480000e-05]
 [-9.54943060e-02 -5.49311250e-02  1.62566149e+01]]",[-0.04278 -0.02461  7.29935],[3.87384 0.04508 7.27607],-23.9045346,1.3600000023927805e-06,0.004,False,False,AFM,"[-0.004, 0.0, 2.4492935982947063e-19]","[0.0, 0.0, 0.0]",1.5707963267948966,0.0,0.004,0.0,3.141592653589793,0.0,"[[-0.04278 -0.02461  7.29935]
 [ 1.97589  3.33241  7.27608]
 [ 1.71219  0.98861  8.7626 ]
 [ 6.05079  1.30193  8.70466]
 [-0.20087  2.07568  5.84721]
 [ 4.1376   2.38892  5.78957]]","[[ 7.83348744e+00  1.39521289e-01 -4.67593580e-02]
 [-1.89795016e+00  3.28733153e+00  1.28480000e-05]
 [-9.54943060e-02 -5.49311250e-02  1.62566149e+01]]",[-0.04278 -0.02461  7.29935],[3.87384016 0.04507847 7.27606715],-0.949038820000002,-0.9491346000000043,-9.578000000232123e-05,-9.465999999846986e-05,-23.9045346,-0.9491346000000043,1.3600000023927805e-06,0.004,"[-0.004, 0.0, 2.4492935982947063e-19]","[0.0, 0.0, 0.0]",1.5707963267948966,0.0,0.004,0.0,3.141592653589793,0.0,"[[-0.04278 -0.02461  7.29935]
 [ 1.97589  3.33241  7.27608]
 [ 1.71219  0.98861  8.7626 ]
 [ 6.05079  1.30193  8.70466]
 [-0.20087  2.07568  5.84721]
 [ 4.1376   2.38892  5.78957]]","[[ 7.83348744e+00  1.39521289e-01 -4.67593580e-02]
 [-1.89795016e+00  3.28733153e+00  1.28480000e-05]
 [-9.54943060e-02 -5.49311250e-02  1.62566149e+01]]",[-0.04278 -0.02461  7.29935],[3.87384016 0.04507847 7.27606715],AFM,-9.578000000232123e-05,4.7890000001160615e-05,-9.946603843585521,1.0,——,4.7890000001160615e-05,-15.242626919681891,1T-Co1Au1Te4,False,False
